"review_url_link","review_url_name_name","review_url_name_rating","review_url_name_title","review_url_name_title_url","review_url_name_visit_time","review_url_name_comment","review_url_name_review_time","review_url_name_likes","review_url_name_contributions"
"https://www.tripadvisor.com/Attraction_Review-g46014-d7944216-Reviews-Wendover_Will-West_Wendover_Nevada.html","MichaelsLost","","West end of town","https://www.tripadvisor.com/ShowUserReviews-g46014-d7944216-r695931610-Wendover_Will-West_Wendover_Nevada.html","Aug 2019","It is located on the west end of town on the main street through Wendover. It has been there for years, and is kind of cool to look at, take a picture and not much else.","Written August 6, 2019","1",""
"https://www.tripadvisor.com/Attraction_Review-g46014-d7944216-Reviews-Wendover_Will-West_Wendover_Nevada.html","John M","","Blast from the past. I had to take his photo!","https://www.tripadvisor.com/ShowUserReviews-g46014-d7944216-r694523177-Wendover_Will-West_Wendover_Nevada.html","Jul 2019 • Solo","Big signs from another era are such a blast from the past, that I had to stop I and take his photo! Las Vegas has a museum dedicated to old signs like this.","Written July 31, 2019","0","4,366 contributions"
"https://www.tripadvisor.com/Attraction_Review-g46014-d7944216-Reviews-Wendover_Will-West_Wendover_Nevada.html","Doug and Linda W","","Attraction","https://www.tripadvisor.com/ShowUserReviews-g46014-d7944216-r683556875-Wendover_Will-West_Wendover_Nevada.html","May 2019 • Couples","Lots of parking, accessible via the parking area. Great place for pictures and they encourage selfies and actually give you information as to where to send them. Areal piece of history.","Written June 23, 2019","0","62 contributions"
"https://www.tripadvisor.com/Attraction_Review-g46014-d7944216-Reviews-Wendover_Will-West_Wendover_Nevada.html","Debra G","","Very interesting story connected with this. Very Coool and was fun to see.,","https://www.tripadvisor.com/ShowUserReviews-g46014-d7944216-r683215897-Wendover_Will-West_Wendover_Nevada.html","Jun 2019 • Couples","Very interesting story connected with this. Very Coool and was fun to see. Way at the end of the strip","Written June 21, 2019","0","9 contributions"
"https://www.tripadvisor.com/Attraction_Review-g46014-d7944216-Reviews-Wendover_Will-West_Wendover_Nevada.html","Skwiki","","Great place to get out of the car and walk around","https://www.tripadvisor.com/ShowUserReviews-g46014-d7944216-r678937557-Wendover_Will-West_Wendover_Nevada.html","Apr 2019 • Family","This is a cool, old remnant that demonstrates how interesting it must have been to travel back in the 50's and earlier. Beautiful neon welcoming you into this border town.
Wendover is usually a gas and snack stop for us, but we always make sure we at least drive by Will. There is a grassy area to the west and a few plaques. The only issue is I'm not sure where you can legally stop to get a few photos. The road isn't busy but it didn't look like there is an approved area.","Written June 4, 2019","0","1,568 contributions"
"https://www.tripadvisor.com/Attraction_Review-g46014-d7944216-Reviews-Wendover_Will-West_Wendover_Nevada.html","341freddyb","","a truly historic icon marker and traveller stop for photo","https://www.tripadvisor.com/ShowUserReviews-g46014-d7944216-r672256696-Wendover_Will-West_Wendover_Nevada.html","May 2019 • Family","Wendover Willie - Nickname given to it from a time well into the late 1950's. The memories rooted into my mind of the many times my parents took us as kids on drives are truly PRICELESS in our De Soto sedan and yes, stopping by what was then THE STATELINE casino for a lunch. A treat indeed for us and for you? A travel back in time through a picture.. Enjoy :)","Written May 7, 2019","1","157 contributions"
"https://www.tripadvisor.com/Attraction_Review-g46014-d7944216-Reviews-Wendover_Will-West_Wendover_Nevada.html","backpacker31","","A Piece of Americana","https://www.tripadvisor.com/ShowUserReviews-g46014-d7944216-r669666845-Wendover_Will-West_Wendover_Nevada.html","Apr 2019 • Solo","Iconic statue welcoming visitors to this remote outpost. Unfortunately, upon my arrival it was extremely windy - limiting my visit. There’s some interesting history behind Wendover Will. Cute if you’re into classic Americana. A visit to the adjacent Victory Highway is recommended.","Written April 27, 2019","0","5,376 contributions"
"https://www.tripadvisor.com/Attraction_Review-g46014-d7944216-Reviews-Wendover_Will-West_Wendover_Nevada.html","Excursion760043","","Birthday Celebration!","https://www.tripadvisor.com/ShowUserReviews-g46014-d7944216-r664111941-Wendover_Will-West_Wendover_Nevada.html","Mar 2019","We had a wonderful time celebrating a friend's 60th Birthday! Good food, good friends and alot of laughs.","Written April 5, 2019","1","9 contributions"
"https://www.tripadvisor.com/Attraction_Review-g46014-d7944216-Reviews-Wendover_Will-West_Wendover_Nevada.html","Joyce","","JE Utah","https://www.tripadvisor.com/ShowUserReviews-g46014-d7944216-r660572943-Wendover_Will-West_Wendover_Nevada.html","Mar 2019 • Friends","Rainbow Wendover cheapest rooms. Excellent dining, Nice clean room- bath room could be larger. Coffee pot and hair dryer worked. Slots great!!!!","Written March 23, 2019","0",""
"https://www.tripadvisor.com/Attraction_Review-g46014-d7944216-Reviews-Wendover_Will-West_Wendover_Nevada.html","Anywhere_on_the_road","","A must-stop, everytime.","https://www.tripadvisor.com/ShowUserReviews-g46014-d7944216-r657213359-Wendover_Will-West_Wendover_Nevada.html","Mar 2019 • Couples","Who doesn't love the glowing neon of Wendover Will. I stop every single time that I am in town. My most recent visit, it appeared that some of the lights were not functioning. Either way, Will is a must see. The din of I 80 traffic passing by. The winds of the high desert, and the lights of the casinos shimmering just a few blocks away.","Written March 8, 2019","0","107 contributions"
"https://www.tripadvisor.com/Attraction_Review-g46014-d7944216-Reviews-Wendover_Will-West_Wendover_Nevada.html","Timothy R","","you may use the shuttle","https://www.tripadvisor.com/ShowUserReviews-g46014-d7944216-r652413426-Wendover_Will-West_Wendover_Nevada.html","May 2018","On West Wendover Blvd. there is hardly any traffic.Easy to get around any time day or night. not to many stop lights. You might want to use the shuttle also,24 hours a day.
.","Written February 14, 2019","0",""
"https://www.tripadvisor.com/Attraction_Review-g46014-d7944216-Reviews-Wendover_Will-West_Wendover_Nevada.html","Bill L","","Wendover Landmark","https://www.tripadvisor.com/ShowUserReviews-g46014-d7944216-r640231980-Wendover_Will-West_Wendover_Nevada.html","Mar 2018","Wendover Will greets you on the west side of Wendover. We came in from the east but did find a nicely supplied Smith's grocery store near Will that met many of our needs at a low price.","Written December 17, 2018","0","20 contributions"
"https://www.tripadvisor.com/Attraction_Review-g46014-d7944216-Reviews-Wendover_Will-West_Wendover_Nevada.html","kimmer26","","wendover will","https://www.tripadvisor.com/ShowUserReviews-g46014-d7944216-r638089425-Wendover_Will-West_Wendover_Nevada.html","Dec 2018 • Friends","we've seen him each time we've been in Wendover. It's interesting the first time, but then just becomes the ""norm""","Written December 8, 2018","0","37 contributions"
"https://www.tripadvisor.com/Attraction_Review-g46014-d7944216-Reviews-Wendover_Will-West_Wendover_Nevada.html","PFW1234","","road sign","https://www.tripadvisor.com/ShowUserReviews-g46014-d7944216-r618520981-Wendover_Will-West_Wendover_Nevada.html","Jun 2018 • Friends","I am a old person now but remember going to Wendover as a youth with my parents and seeing the BIG cowboy sign waving as you come in to town and it still does.","Written September 21, 2018","2","20 contributions"
"https://www.tripadvisor.com/Attraction_Review-g46014-d7944216-Reviews-Wendover_Will-West_Wendover_Nevada.html","happy4travel","","What a cool guy!","https://www.tripadvisor.com/ShowUserReviews-g46014-d7944216-r614221026-Wendover_Will-West_Wendover_Nevada.html","Sep 2018 • Couples","This is the coolest guy EVER! We were traveling along Wendover and saw this amazing cowboy along the road. Of course we had to take pictures!
FYI: I'm in love with Wendover Will :)","Written September 5, 2018","0","1,290 contributions"
"https://www.tripadvisor.com/Attraction_Review-g46014-d7944216-Reviews-Wendover_Will-West_Wendover_Nevada.html","OregonMs","","Love this guy.","https://www.tripadvisor.com/ShowUserReviews-g46014-d7944216-r611571625-Wendover_Will-West_Wendover_Nevada.html","Jul 2018","Wendover Will is a cool guy and makes an otherwise austire place seem welcome and friendly. Wendover would not be the same without him.","Written August 28, 2018","1","124 contributions"
"https://www.tripadvisor.com/Attraction_Review-g46014-d7944216-Reviews-Wendover_Will-West_Wendover_Nevada.html","flexitdriver","","Interesting statue on the entrance to town","https://www.tripadvisor.com/ShowUserReviews-g46014-d7944216-r610699486-Wendover_Will-West_Wendover_Nevada.html","Aug 2018 • Couples","Unsure of the history of this statue, but stopped on roadside to get photo, illuminated at night too!","Written August 26, 2018","0","417 contributions"
"https://www.tripadvisor.com/Attraction_Review-g46014-d7944216-Reviews-Wendover_Will-West_Wendover_Nevada.html","Joan H","","Interesting Landmark","https://www.tripadvisor.com/ShowUserReviews-g46014-d7944216-r604116256-Wendover_Will-West_Wendover_Nevada.html","Aug 2018 • Friends","Not a very long walk from the Rainbow and in the evening there wasn't much traffic so it was easy to get over to the statue. Not very good surrounding light for nighttime photography","Written August 7, 2018","0",""
"https://www.tripadvisor.com/Attraction_Review-g46014-d7944216-Reviews-Wendover_Will-West_Wendover_Nevada.html","RedHornet72653","","Hes a big greeter...","https://www.tripadvisor.com/ShowUserReviews-g46014-d7944216-r602561880-Wendover_Will-West_Wendover_Nevada.html","Jul 2018 • Couples","Nother to share really. He just stands there when you enter town and lights up at night. The Las Vegas style downtown appeal of Front Street.","Written August 4, 2018","0","431 contributions"
"https://www.tripadvisor.com/Attraction_Review-g46014-d7944216-Reviews-Wendover_Will-West_Wendover_Nevada.html","mike l","","Cool!","https://www.tripadvisor.com/ShowUserReviews-g46014-d7944216-r600514026-Wendover_Will-West_Wendover_Nevada.html","Jul 2018 • Couples","Stopped in Wendover for the night. Could see Will from the interstate so we had to go visit him. Very easy access. Very easy to grab a pic of him. His presence brought a smile to a weary traveler. Glad we stopped in!","Written July 28, 2018","0","331 contributions"
"https://www.tripadvisor.com/Attraction_Review-g46014-d7944216-Reviews-Wendover_Will-West_Wendover_Nevada.html","hdtravel1","","Cool - Cool - dude","https://www.tripadvisor.com/ShowUserReviews-g46014-d7944216-r593556540-Wendover_Will-West_Wendover_Nevada.html","Jul 2018 • Couples","You MUST see him and get a picture of him and next to him. This is just a big big cowboy that is very unique and unusual.","Written July 6, 2018","0","37 contributions"
"https://www.tripadvisor.com/Attraction_Review-g46014-d7944216-Reviews-Wendover_Will-West_Wendover_Nevada.html","marilynchet","","The Best!","https://www.tripadvisor.com/ShowUserReviews-g46014-d7944216-r586205547-Wendover_Will-West_Wendover_Nevada.html","May 2018 • Friends","I enjoyed the casino games. I was a winner with more money at the end of my trip than I took. It was fun.","Written June 9, 2018","0","6 contributions"
"https://www.tripadvisor.com/Attraction_Review-g46014-d7944216-Reviews-Wendover_Will-West_Wendover_Nevada.html","C9671DNjill","","awesome","https://www.tripadvisor.com/ShowUserReviews-g46014-d7944216-r585774784-Wendover_Will-West_Wendover_Nevada.html","Jun 2018 • Family","We took a bunch of photos and selfies here. It was a perfect little stop in our trip. Nothing like the west.","Written June 7, 2018","0","3 contributions"
"https://www.tripadvisor.com/Attraction_Review-g46014-d7944216-Reviews-Wendover_Will-West_Wendover_Nevada.html","The Total Package","","I love Neon","https://www.tripadvisor.com/ShowUserReviews-g46014-d7944216-r585301600-Wendover_Will-West_Wendover_Nevada.html","Jun 2018 • Solo","This is really cool! Especially at night. Beautiful retro neon sign at the west end of town. Great for photos with the lights of Wendover in the background. Lights up front and back and is seen from I-80.","Written June 5, 2018","0","406 contributions"
"https://www.tripadvisor.com/Attraction_Review-g46014-d7944216-Reviews-Wendover_Will-West_Wendover_Nevada.html","SraGlover","","Funny Looking Statue","https://www.tripadvisor.com/ShowUserReviews-g46014-d7944216-r585115450-Wendover_Will-West_Wendover_Nevada.html","Jan 2018 • Friends","I believe is kind of ""reference"" point, you can easily see the statue from almost every place of town, nice to take a pic as a memento.","Written June 4, 2018","0","90 contributions"
"https://www.tripadvisor.com/Attraction_Review-g46014-d7944216-Reviews-Wendover_Will-West_Wendover_Nevada.html","Perkadventures","","Wendover Will","https://www.tripadvisor.com/ShowUserReviews-g46014-d7944216-r584346958-Wendover_Will-West_Wendover_Nevada.html","May 2018 • Friends","Big Statue in the middle of the road. Park car safely and walk over to see front and back. It is my understanding that Wendover Will is lighted at night, see if possible. Near by is the Victory Highway Monuments to see also.","Written June 1, 2018","0","14,751 contributions"
"https://www.tripadvisor.com/Attraction_Review-g46014-d7944216-Reviews-Wendover_Will-West_Wendover_Nevada.html","Linda D","","Good photo op","https://www.tripadvisor.com/ShowUserReviews-g46014-d7944216-r579558930-Wendover_Will-West_Wendover_Nevada.html","May 2018 • Couples","He stands right in the middle of the road.Small area to pull off to get a good picture.Not much in Wendover except casinos.","Written May 11, 2018","0","2,534 contributions"
"https://www.tripadvisor.com/Attraction_Review-g46014-d7944216-Reviews-Wendover_Will-West_Wendover_Nevada.html","TedSLC","","It's ok as far as signs go","https://www.tripadvisor.com/ShowUserReviews-g46014-d7944216-r574996079-Wendover_Will-West_Wendover_Nevada.html","Mar 2018 • Solo","I mean, it's a neon sign. In the middle of the road. It's fun and you'll probably want to take a selfie in front of it, but that's about all.","Written April 22, 2018","2","490 contributions"
"https://www.tripadvisor.com/Attraction_Review-g46014-d7944216-Reviews-Wendover_Will-West_Wendover_Nevada.html","butch447","","Will","https://www.tripadvisor.com/ShowUserReviews-g46014-d7944216-r571753509-Wendover_Will-West_Wendover_Nevada.html","Jan 2018 • Family","A must while in Wendover, I did a tour and one of the stops was the Wendover Will sign, it is something to see and there is a write up of the history, recommend a photo op","Written April 7, 2018","0","1,019 contributions"
"https://www.tripadvisor.com/Attraction_Review-g46014-d7944216-Reviews-Wendover_Will-West_Wendover_Nevada.html","ekpresley","","Vintage sign in Wendvoer.","https://www.tripadvisor.com/ShowUserReviews-g46014-d7944216-r571577421-Wendover_Will-West_Wendover_Nevada.html","Dec 2017","Neat to see it and tell everyone ""you've been there"". Not much to see in Wendover. Make sure you get a tour of the salt flats and the old airforce base, a piece of history that is quite amazing.","Written April 6, 2018","0","16 contributions"
"https://www.tripadvisor.com/Attraction_Review-g46014-d7944216-Reviews-Wendover_Will-West_Wendover_Nevada.html","tshaw34","","Cute","https://www.tripadvisor.com/ShowUserReviews-g46014-d7944216-r568483418-Wendover_Will-West_Wendover_Nevada.html","Mar 2018 • Couples","Fun welcome to and thank you for visiting Wendover. Had our pics taken with the iconic figure. Nothing too crazy fun about it other than being part of the Wendover experience.","Written March 24, 2018","0","227 contributions"
"https://www.tripadvisor.com/Attraction_Review-g46014-d7944216-Reviews-Wendover_Will-West_Wendover_Nevada.html","Lm D","","Mr. Wendover Will is pretty cool.","https://www.tripadvisor.com/ShowUserReviews-g46014-d7944216-r553267739-Wendover_Will-West_Wendover_Nevada.html","Aug 2017","Mr. Will is pretty cool. Big ol' cowboy statue/sign, made of neon. He is pretty impressive during the day, but more so at night when he is all lit up.
The reception clerk at the hotel says all the locals say Mr. Will is pointing at West Wendover, the town. We took a look the morning we left, and yes, indeed, it appears he is doing so.
Good to visit for a highway stop. Food is nearby, there are casinos if you are so inclined. You can explain to your kids what he has hanging out of his mouth!","Written January 11, 2018","0","193 contributions"
"https://www.tripadvisor.com/Attraction_Review-g46014-d7944216-Reviews-Wendover_Will-West_Wendover_Nevada.html","groupleader45212","","Iconic sign","https://www.tripadvisor.com/ShowUserReviews-g46014-d7944216-r551217341-Wendover_Will-West_Wendover_Nevada.html","Jan 2018","I always love to see this iconic sign at the end of the street . It is a flashback to the 50’s and always brings a smile.
You can buy a magnet or key chain of this smiling guy","Written January 3, 2018","0","1,225 contributions"
"https://www.tripadvisor.com/Attraction_Review-g46014-d7944216-Reviews-Wendover_Will-West_Wendover_Nevada.html","Torgy2travel","","Fun stop for a photo","https://www.tripadvisor.com/ShowUserReviews-g46014-d7944216-r549378966-Wendover_Will-West_Wendover_Nevada.html","Dec 2017 • Friends","Wendover Will was a fun stop to take a group photo or a selfie. Our tour guy stopped for us to take our picture.","Written December 26, 2017","0","37 contributions"
"https://www.tripadvisor.com/Attraction_Review-g46014-d7944216-Reviews-Wendover_Will-West_Wendover_Nevada.html","sweetatr","","Kinda Cute Welcome Mascot","https://www.tripadvisor.com/ShowUserReviews-g46014-d7944216-r542461084-Wendover_Will-West_Wendover_Nevada.html","Nov 2017","Stopped by here to take a look then came back at night to see all of the colors. Very nice welcome mascot for the city. Good place to stop for a picture.","Written November 21, 2017","0","285 contributions"
"https://www.tripadvisor.com/Attraction_Review-g46014-d7944216-Reviews-Wendover_Will-West_Wendover_Nevada.html","pers0nalview","","Blast from the past","https://www.tripadvisor.com/ShowUserReviews-g46014-d7944216-r537868705-Wendover_Will-West_Wendover_Nevada.html","Oct 2017 • Solo","It is an iconic blast from the past. Sort of like the old Las Vegas sing or the Reno arch. I think it is great that they have preserved a little of the past in an ever remodeled world. It only takes a second to see but brings back memories of a better time.","Written November 2, 2017","0","1,152 contributions"
"https://www.tripadvisor.com/Attraction_Review-g46014-d7944216-Reviews-Wendover_Will-West_Wendover_Nevada.html","499theresas","","If you're in the area, might as well stop by. :)","https://www.tripadvisor.com/ShowUserReviews-g46014-d7944216-r528849729-Wendover_Will-West_Wendover_Nevada.html","Sep 2017 • Family","Wendover Will is on the opposite side of town from Montego Bay, but really only about a mile away. We drove to it at night the first time. The kids thought it was really cool to see a 30 ft lit up cowboy in a ""gambling"" town. Completely different from our town. :) There is a grassy area at the base, so you may take pictures. We parked in front of it, just a little off of the road, which is probably not what the township wants you to do, but the traffic was very light. We hopped out very quickly and took a quick picture.","Written October 1, 2017","0","110 contributions"
"https://www.tripadvisor.com/Attraction_Review-g46014-d7944216-Reviews-Wendover_Will-West_Wendover_Nevada.html","toad69","","Eye catching and impressive","https://www.tripadvisor.com/ShowUserReviews-g46014-d7944216-r527774168-Wendover_Will-West_Wendover_Nevada.html","Aug 2017 • Couples","We loved driving from Utah to Nevada on the old road through Wendover into West Wendover.
It was such a stark contrast literally one side old town quiet then Nevada big brash and riotously alive all summed up by Wendover Will as historically important as Vegas Vic.
A bit of history below from wiki
Pat Denner was commissioned to design the sign for the Stateline Casino in 1952. Denner had just completed the Vegas Vic sign that was erected in 1951. The sign was constructed by The Young Electric Sign Company.
Wendover Will was named after the town of Wendover and William Smith, who founded the Stateline Casino. The 63-foot-tall (19 m) sign was intended to draw travelers in from US Highways 40 and 50, later known as Interstate 80. The sign includes 1,184 feet (361 m) of neon tubing.[2] When driving east on Interstate 80 a caption under the sign reads, ""This is the place,"" apparently in homage to Brigham Young. When driving west the caption reads, ""Where the West begins"".","Written September 27, 2017","0","294 contributions"
"https://www.tripadvisor.com/Attraction_Review-g46014-d7944216-Reviews-Wendover_Will-West_Wendover_Nevada.html","Kim S","","Will waves ""howdy""","https://www.tripadvisor.com/ShowUserReviews-g46014-d7944216-r525208968-Wendover_Will-West_Wendover_Nevada.html","Sep 2017 • Family","Wendover Will waves ""howdy"" on the Interstate with neon lights turning on at twilight. Can read the inscription while driving.","Written September 17, 2017","0",""
"https://www.tripadvisor.com/Attraction_Review-g46014-d7944216-Reviews-Wendover_Will-West_Wendover_Nevada.html","H2 O","","So Fun!","https://www.tripadvisor.com/ShowUserReviews-g46014-d7944216-r524101367-Wendover_Will-West_Wendover_Nevada.html","Aug 2017 • Family","This is what I love about Nevada...the Neon! And Wendover Willy does not disappoint! So fun to get a picture! And you can get right up close!","Written September 13, 2017","0",""
"https://www.tripadvisor.com/Attraction_Review-g46014-d7944216-Reviews-Wendover_Will-West_Wendover_Nevada.html","tbeach2002","","Pretty Neat","https://www.tripadvisor.com/ShowUserReviews-g46014-d7944216-r519464139-Wendover_Will-West_Wendover_Nevada.html","Aug 2017 • Friends","Did not realize he was an old icon, until I saw the Movie ""Worlds fastest Indian"" lol Pretty Neat. that they kept him around.","Written August 30, 2017","0","45 contributions"
"https://www.tripadvisor.com/Attraction_Review-g46014-d7944216-Reviews-Wendover_Will-West_Wendover_Nevada.html","Doug E","","Break up road trip","https://www.tripadvisor.com/ShowUserReviews-g46014-d7944216-r517508059-Wendover_Will-West_Wendover_Nevada.html","Aug 2017 • Couples","Stop and say hi to wendover Will. Smile and wave if you must drive by. Check out the Victory road eagle and marked near by. Think of travel along this road in a wagon.","Written August 25, 2017","0","1,174 contributions"
"https://www.tripadvisor.com/Attraction_Review-g46014-d7944216-Reviews-Wendover_Will-West_Wendover_Nevada.html","Bellanca","","So NIce They Saved This Guy","https://www.tripadvisor.com/ShowUserReviews-g46014-d7944216-r514762883-Wendover_Will-West_Wendover_Nevada.html","Aug 2017 • Family","Yes, there was a version of this guy in Vegas, Reno and Wendover at one or another casino. Now he has been saved and stands on his own pedestal on the west side of town. He is just a fun deal to see. He was here when I was a kid like these grandkids. I am still impressed with the old sign after seventy years!","Written August 18, 2017","0","533 contributions"
"https://www.tripadvisor.com/Attraction_Review-g46014-d7944216-Reviews-Wendover_Will-West_Wendover_Nevada.html","selpap35","","Awesome photo op","https://www.tripadvisor.com/ShowUserReviews-g46014-d7944216-r510132343-Wendover_Will-West_Wendover_Nevada.html","Aug 2017 • Family","It's cool when he's lit up, but still fun to take pictures. It is free to the public. Wendover is small enough, that you can walk to visit him.","Written August 8, 2017","0",""
"https://www.tripadvisor.com/Attraction_Review-g46014-d7944216-Reviews-Wendover_Will-West_Wendover_Nevada.html","Jeremy H","","A Nastalgic piece of Wendover history","https://www.tripadvisor.com/ShowUserReviews-g46014-d7944216-r499577112-Wendover_Will-West_Wendover_Nevada.html","Jul 2017 • Couples","A big tall cowboy facade on the west end near Smith's market. It used to be near the casinos on the East end of Wendover but it was moved years ago.","Written July 8, 2017","0","36 contributions"
"https://www.tripadvisor.com/Attraction_Review-g46014-d7944216-Reviews-Wendover_Will-West_Wendover_Nevada.html","mini","","Iconic Wendover Will, West Wendover, Nevada","https://www.tripadvisor.com/ShowUserReviews-g46014-d7944216-r497311690-Wendover_Will-West_Wendover_Nevada.html","Jun 2017 • Couples","We went to see Wendover Will, which is a sign landmark for West Wendover. The sign was originally made for the Stateline Casino in 1952. West Wendover is a casino town on the Nevada/Utah border.","Written June 30, 2017","0","130,586 contributions"
"https://www.tripadvisor.com/Attraction_Review-g46014-d7944216-Reviews-Wendover_Will-West_Wendover_Nevada.html","Tim H","","Nostalgic","https://www.tripadvisor.com/ShowUserReviews-g46014-d7944216-r496229278-Wendover_Will-West_Wendover_Nevada.html","Jun 2017 • Couples","Always would see Wendover Will as we drove to California for family vacation. Had to stop by and see him as an adult!","Written June 26, 2017","0",""
"https://www.tripadvisor.com/Attraction_Review-g46014-d7944216-Reviews-Wendover_Will-West_Wendover_Nevada.html","Raylene Brown","","Been there, done that and got a photo","https://www.tripadvisor.com/ShowUserReviews-g46014-d7944216-r494363300-Wendover_Will-West_Wendover_Nevada.html","Jun 2017 • Couples","Grabbing a photo of waving Wendover Will is a must when you are passing through the town. He is located on the west end of main street, near the liquor store and grocery store.","Written June 19, 2017","0","792 contributions"
"https://www.tripadvisor.com/Attraction_Review-g46014-d7944216-Reviews-Wendover_Will-West_Wendover_Nevada.html","BigSmittyx7","","Cool statue!","https://www.tripadvisor.com/ShowUserReviews-g46014-d7944216-r490398866-Wendover_Will-West_Wendover_Nevada.html","May 2017 • Couples","Great stop for multiple casinos! The statue is easily visible from the highway. The casinos, restaurants, hotels, gas stations and theater are all great and easy access!","Written June 4, 2017","0","9 contributions"
"https://www.tripadvisor.com/Attraction_Review-g46014-d7944216-Reviews-Wendover_Will-West_Wendover_Nevada.html","Amanda B","","Wendover Fun!","https://www.tripadvisor.com/ShowUserReviews-g46014-d7944216-r489737923-Wendover_Will-West_Wendover_Nevada.html","May 2017 • Couples","Wendover Will is always great to see... Shows the history of Wendover and is always bright at night.","Written June 1, 2017","0",""
