"review_url_link","review_url_name_name","review_url_name_rating","review_url_name_title","review_url_name_title_url","review_url_name_visit_time","review_url_name_comment","review_url_name_review_time","review_url_name_likes","review_url_name_contributions"
"https://www.tripadvisor.com/Attraction_Review-g28965-d220092-Reviews-Little_Cottonwood_Canyon-Utah.html","ZekeMarsh","","Lot of interesting hiking routes","https://www.tripadvisor.com/ShowUserReviews-g28965-d220092-r537249946-Little_Cottonwood_Canyon-Utah.html","Oct 2017 • Friends","It's great. I had the chance to go to Lisa Falls and walking alongside the water, fantastic sights, fresh air. Honestly wish I had more time to spend here.","Written October 30, 2017","0","309 contributions"
"https://www.tripadvisor.com/Attraction_Review-g28965-d220092-Reviews-Little_Cottonwood_Canyon-Utah.html","HoleySneakers","","Gorgeous Scenic Drive Just Outside the City","https://www.tripadvisor.com/ShowUserReviews-g28965-d220092-r532321530-Little_Cottonwood_Canyon-Utah.html","Oct 2017 • Family","Little Cottonwood Canyon is one of the three main routes up to Salt Lake City's famous Ski areas. All three routes offer spectacular views. Little Cottonwood Canyon is an eight-mile drive that ends in the old mining town/now ski resort town of Alta. If the steep granite walls didn't clue you in, the heavily bunkered resort buildings and periodic gates and avalanche warning signs would tell you that this drive is not one to be taken lightly in the winter. But in the fall, the foliage is absolutely gorgeous, especially in contrast to the granite. If you want to get out and walk, there is Temple Quarry Trail at the mouth of the canyon. Just keep in mind that there are no dogs allowed anywhere in the canyon (to protect the watershed). Alta itself is a bit of a disappointment as a town, as there is really nothing there except the resort. But as a little getaway to nature that is just minutes away from Salt Lake City, it is definitely worth a visit.","Written October 12, 2017","2","224 contributions"
"https://www.tripadvisor.com/Attraction_Review-g28965-d220092-Reviews-Little_Cottonwood_Canyon-Utah.html","pbnc63","","Fall visit","https://www.tripadvisor.com/ShowUserReviews-g28965-d220092-r517726770-Little_Cottonwood_Canyon-Utah.html","Aug 2017 • Friends","Worth the short drive from Salt Lake City. Beautiful views. Follow the road all the way up past Alta. Alpine flowers in bloom. Peaceful and quiet.","Written August 26, 2017","0","185 contributions"
"https://www.tripadvisor.com/Attraction_Review-g28965-d220092-Reviews-Little_Cottonwood_Canyon-Utah.html","KB_222014","","Beautiful drive. Very much worth your time if you love the outdoors.","https://www.tripadvisor.com/ShowUserReviews-g28965-d220092-r507212250-Little_Cottonwood_Canyon-Utah.html","Jul 2017 • Couples","On our last trip to Salt Lake, my wife and I had about an hour or so of free time, so we decided to take a drive up the canyon. The road ends at Alta ski resort, so you'll need to turn around and go back to where you came from. Other canyons we have seen actually connect to roads on the other side - such as the drive up to Park City, for example. However, this probably means there are fewer cars along your way.
The scenery is breathtakingly beautiful. I'm sure it would be pretty dangerous during the winter months with snow and ice everywhere, but if you are here during the summer months, you have plenty of wonderful scenery to enjoy. Along the way, there are several places to stop and take pictures or just enjoy the view.
The drive up to the top of the road does not take very long - it's only about 9 miles or so from the base of the canyon to Alta. But it also means you can see the entire canyon quickly.
If you love the outdoors, you would love to make this drive.","Written July 30, 2017","0","56 contributions"
"https://www.tripadvisor.com/Attraction_Review-g28965-d220092-Reviews-Little_Cottonwood_Canyon-Utah.html","snorkelingfan46","","Spectacular!","https://www.tripadvisor.com/ShowUserReviews-g28965-d220092-r502211645-Little_Cottonwood_Canyon-Utah.html","Jul 2017 • Couples","Visiting family in Salt Lake City, our daughter took us up to Albion Basin in Little Cottonwood Canyon to see the wild flowers. Although mid-July may be a couple weeks before peak season, the hike up the path to the mountain lake was quite spectacular. It's the perfect place to escape the 90+ degree temps down in the City with a breezy mid-70's temperature to enjoy while climbing the trail. There is no shortage of wildflowers in all directions, as well as leftover snow pack in many places. The canyon in the winter is prime skiing area, so there are chairlift towers around, but not enough to diminish the enjoyment of the scenery. There are bathroom facilities by the main parking lot at the trail head. Parking can be a bit hard to find. The volunteers on the roadway will encourage you to park well below the trail and take a tram up to the final parking area, but we took the risk and were rewarded with a newly vacated spot. There are also a few turn-outs along the drive up that offer spaces for 3-5 cars, so it is possible to park short of the trail head and hike the road a ways. We noticed quite a number of couple with very young children in backpacks because the climb is only moderately demanding. Note, that the elevation in the canyon is over 9,000 above sea level, so if you are from a much lower altitude, you may possibly get a bit more winded than you might expect.","Written July 15, 2017","0","226 contributions"
"https://www.tripadvisor.com/Attraction_Review-g28965-d220092-Reviews-Little_Cottonwood_Canyon-Utah.html","Mitch M","","Beautiful drive!","https://www.tripadvisor.com/ShowUserReviews-g28965-d220092-r498785198-Little_Cottonwood_Canyon-Utah.html","Jun 2017 • Business","An amazing scenic drive right outside of SLC! Just as beautiful as Big Cottonwood Canyon, but less crowded. The road also ends at Alta and you must go back in the same direction you came, unlike BCC.","Written July 5, 2017","0",""
"https://www.tripadvisor.com/Attraction_Review-g28965-d220092-Reviews-Little_Cottonwood_Canyon-Utah.html","Heather R","","Beautiful drive","https://www.tripadvisor.com/ShowUserReviews-g28965-d220092-r475401544-Little_Cottonwood_Canyon-Utah.html","Jun 2016 • Family","I think this is what I miss most about living in Utah. I used to live in Sandy, which is in the valley below the drive up the canyon. It's very easy to get there and it's not as crowded as Park City and some of the other scenic drives in Utah.
It's definitely my favorite drive in the fall. When the leaves are changing, it's an amazing drive. It's also got some nice hiking trails for the summer months. It's a nice break in the summer from the heat in the valley. The trees always smell amazing and there's usually a nice breeze.
I love this canyon and wish I could go back more often.","Written April 13, 2017","0","667 contributions"
"https://www.tripadvisor.com/Attraction_Review-g28965-d220092-Reviews-Little_Cottonwood_Canyon-Utah.html","Kurt H","","A Top 5 Scenic Ride Next to Major City","https://www.tripadvisor.com/ShowUserReviews-g28965-d220092-r474336974-Little_Cottonwood_Canyon-Utah.html","Apr 2017 • Friends","One of the top 5 scenic drives within 30min of a major airport in the US, maybe the best. Glaciated, U-shaped canyon. Mountains rise 7,000 ft over Salt Lake valley floor. Tram ride at Snowbird is amongst the most scenic trams/gondolas in US, and new restaurant at top is an outstanding place to have a bit to eat, soak up sun and chew on God's scenery. Caution that if snowy, won't see much and road requires chains and/or 4WD with significant fine if you get stuck b/c you drove up with bad equipment (rent the right car at airport if winter). NO dogs allowed including in car (another min. $125.00 fine). Numerous excellent hikes in the canyon, but none are truly easy. Pretty much all are at least intermediate if not hard. 2 ski resorts, Alta, Snowbird are world class skiing, although Alta isn't world class hotels/amenities (people ski here, so this isn't peopled by boards of monied folks.) Enjoy it!","Written April 10, 2017","0","324 contributions"
"https://www.tripadvisor.com/Attraction_Review-g28965-d220092-Reviews-Little_Cottonwood_Canyon-Utah.html","Sherry B","","Wonderful Snowy Drive","https://www.tripadvisor.com/ShowUserReviews-g28965-d220092-r448522623-Little_Cottonwood_Canyon-Utah.html","Dec 2016 • Couples","Drove up this canyon 3 days before Christmas and enjoyed seeing all the snow and beautiful scenery. Stopped at Alta Ski area just to enjoy the view. Enjoyed watching the people ski. You should take time to drive up this canyon. It is worth your time, it takes about 30 min. to reach the Alta area once in the canyon.","Written January 2, 2017","1","1,091 contributions"
"https://www.tripadvisor.com/Attraction_Review-g28965-d220092-Reviews-Little_Cottonwood_Canyon-Utah.html","tibet71","","Beautiful drive","https://www.tripadvisor.com/ShowUserReviews-g28965-d220092-r437280701-Little_Cottonwood_Canyon-Utah.html","Nov 2016 • Couples","Little Cottonwood Canyon is short drive and it dead end about 8 miles from starting to finish. It is a beautiful drive but if you want a good choice of hiking I think Big Cottonwood Canyon is better. Little Cottonwood Canyon is the way to Snowbird where you can take the tram.
Both Canyon is easy access and the drive is easy but be careful and slow down on your way down.","Written November 14, 2016","0","2,777 contributions"
"https://www.tripadvisor.com/Attraction_Review-g28965-d220092-Reviews-Little_Cottonwood_Canyon-Utah.html","Ruchi2787","","Mesmerizing Canyon, can never get enough of it!","https://www.tripadvisor.com/ShowUserReviews-g28965-d220092-r418801161-Little_Cottonwood_Canyon-Utah.html","Oct 2015 • Couples","Drove this canyon with mu husband countless number of times and each time it's been a unique, out of the world experience! Ski resorts in winter and alpine lakes and hike in summer, what could get better than this! Especially when the drive to the canyon from downtown SLC is not more than 25-30 mins. Never lived in a city so beautiful and with so much charisma surrounded!","Written September 15, 2016","0","8 contributions"
"https://www.tripadvisor.com/Attraction_Review-g28965-d220092-Reviews-Little_Cottonwood_Canyon-Utah.html","flymetoaustralia","","sweet alpine hiking not far from your car","https://www.tripadvisor.com/ShowUserReviews-g28965-d220092-r406148394-Little_Cottonwood_Canyon-Utah.html","Aug 2016","A steep canyon on the SE edge of the city, take the 215 beltline to the 6200. Becomes wasatch avenue. pass entrance to big cottonwood canyon, head up canyon towards alta. A couple nice campgrounds up there- and a huge ski resort complex. In Alta, free info is handed out for area hikes.
We drove past the resorts, up the steep road, past where the road becomes gravel. The hike we chose took us to an alpine lake 1 mile away, then we struggled up further to the top of a mountain peak. Saw 4 moose, marmots, great views...totally peaceful and cool.","Written August 16, 2016","0","13 contributions"
"https://www.tripadvisor.com/Attraction_Review-g28965-d220092-Reviews-Little_Cottonwood_Canyon-Utah.html","TheSuze12","","Beautiful Views","https://www.tripadvisor.com/ShowUserReviews-g28965-d220092-r384136580-Little_Cottonwood_Canyon-Utah.html","Jun 2016 • Business","We had toured Big Cottonwood and decided to drive up Little Cottonwood. The views are beautiful and it was a treat to see the ski resorts and homes and the top of the mountain. If you only have time for one I recommend Big Cottonwood. Both are just glorious in June.","Written June 19, 2016","0","331 contributions"
"https://www.tripadvisor.com/Attraction_Review-g28965-d220092-Reviews-Little_Cottonwood_Canyon-Utah.html","Sherry B","","Wonderful canyon to drive","https://www.tripadvisor.com/ShowUserReviews-g28965-d220092-r379724991-Little_Cottonwood_Canyon-Utah.html","May 2016 • Couples","This is a wonderful drive any time but this past May there were lots of waterfalls because of snow melt. Enjoyed sitting in our car at the end watching some people sled and some marmots running on the snow. Alta ski resort was closed, but the views are still wonderful.","Written June 4, 2016","0","1,091 contributions"
"https://www.tripadvisor.com/Attraction_Review-g28965-d220092-Reviews-Little_Cottonwood_Canyon-Utah.html","jdms33","","Wonderful ride and scenery.","https://www.tripadvisor.com/ShowUserReviews-g28965-d220092-r369668114-Little_Cottonwood_Canyon-Utah.html","May 2016","We drove through both Big Cottonwood and Little Cottonwood Canyon today. Little Cottonwood Canyon is a beautiful ride and the geology is so much different that Big Cottonwood. Not as many trail heads but equally as beautiful. When we drove back down the canyon road the few through the opening of the canyon was breathtaking.","Written May 2, 2016","0","532 contributions"
"https://www.tripadvisor.com/Attraction_Review-g28965-d220092-Reviews-Little_Cottonwood_Canyon-Utah.html","GeorgiaGirl59","","Breathtaking Canyon","https://www.tripadvisor.com/ShowUserReviews-g28965-d220092-r348682800-Little_Cottonwood_Canyon-Utah.html","Feb 2016","Little Cottonwood Canyon is the home to ski resorts Alta and Snowbird. The views are fabulous and this is a wonderful place for extreme out-doorish people. Many people hike up to the top of the peaks and ski/board down outside of the resorts. Hiking is another activity that is widely done in the canyon also. There are several condo's and house for rent and the Alta shuttle makes it easy to get to the slopes and back home with little trouble. We stayed at HellsGate Condo unit ""J"" and the views were fabulous. The condo was nice and well equipped. I would highly recommend Little Cottonwood Canyon to experience Alta/Snowbird and the views!","Written February 17, 2016","0","86 contributions"
"https://www.tripadvisor.com/Attraction_Review-g28965-d220092-Reviews-Little_Cottonwood_Canyon-Utah.html","Carol A","","We are spoiled to have this beautiful canyon so close by!","https://www.tripadvisor.com/ShowUserReviews-g28965-d220092-r322397247-Little_Cottonwood_Canyon-Utah.html","Sep 2015","This canyon is only minutes away from the south end of the Salt Lake valley. There are many hiking trails of varying difficulties, 2 ski resorts ( Snowbird & Alta), camping and picnic areas, a creek and the town of Alta at the top of the canyon. If you have a 4 x4, you can keep going at the top and take the dirt road over Guardsman Pass and end up in the Heber Valley. We love to cross country ski along the Quarry trail during the winter. A beautiful glacier-made canyon!","Written October 27, 2015","2","131 contributions"
"https://www.tripadvisor.com/Attraction_Review-g28965-d220092-Reviews-Little_Cottonwood_Canyon-Utah.html","JMHUT","","Incredible resource","https://www.tripadvisor.com/ShowUserReviews-g28965-d220092-r314539162-Little_Cottonwood_Canyon-Utah.html","Jun 2015 • Family","A short drive from most homes in Salt Lake City, Little Cottonwood is a year-round outdoor playground. World class skiing is a given. However, when the snow melts those same slopes and peaks offer top notch mountain biking, hiking, backpacking, etc. It's also at least ten degrees cooler than the valley in the summertime and offers clean air during the conversion months that make the valley so uncomfortable to be outdoors in. In late May the meadows explode in wild flowers. It is really a site to see and does the soul good after a long week in the concrete and asphalt of the city. Not only free to the public but accessible via public transportation. Food and lodging available at Snowbird, which stays open year round, as does its tram.","Written September 28, 2015","3","191 contributions"
"https://www.tripadvisor.com/Attraction_Review-g28965-d220092-Reviews-Little_Cottonwood_Canyon-Utah.html","KenJean2014","","Best wildflowers ever","https://www.tripadvisor.com/ShowUserReviews-g28965-d220092-r314174780-Little_Cottonwood_Canyon-Utah.html","Aug 2015 • Couples","If you are ever in this canyon in August you can find the best wildflowers if you hike through Albion Basin up to Cecret Lake. Easy hike and great news.","Written September 27, 2015","0","130 contributions"
"https://www.tripadvisor.com/Attraction_Review-g28965-d220092-Reviews-Little_Cottonwood_Canyon-Utah.html","jdcoach","","take the mirror lake hike","https://www.tripadvisor.com/ShowUserReviews-g28965-d220092-r313900153-Little_Cottonwood_Canyon-Utah.html","Jul 2015","Two world class ski resorts, half dozen decent restaurants, million dollar view. The Mirror lake hike is short and sweet, you can take your young children for a half day hike, enjoying the outdoors with your family","Written September 26, 2015","0","189 contributions"
"https://www.tripadvisor.com/Attraction_Review-g28965-d220092-Reviews-Little_Cottonwood_Canyon-Utah.html","Sheekar","","nature art its best","https://www.tripadvisor.com/ShowUserReviews-g28965-d220092-r313667223-Little_Cottonwood_Canyon-Utah.html","Aug 2015","beautiful sight, a wonderful place for hiking, biking, and picnics with family. Take in the fresh air and gorgeous views, brings you a whole lot closer to nature and excellent for meditation. Utah has some of the most scenic canyons just 15 minutes from the city that cater to a variety of sport enthusiasts. my favorite is walking/hiking on the many wonderful paths and collecting wild flower seeds. Make sure to bring water and maybe a picnic baskets and plan a romantic day in the canyon.","Written September 25, 2015","0","341 contributions"
"https://www.tripadvisor.com/Attraction_Review-g28965-d220092-Reviews-Little_Cottonwood_Canyon-Utah.html","JohnD70","","Premier wildflowers above Alta Lodge, late July","https://www.tripadvisor.com/ShowUserReviews-g28965-d220092-r299009930-Little_Cottonwood_Canyon-Utah.html","Jul 2015 • Couples","The parking is very limited and the road is not paved but the wildflowers are spectacular.The area is called Albion Basin and it is the starting point for wonderful high altitude hikes and alpine scenery. Come prepared to deal with high altitude, above 9000 feet, and tough terrain. The basin wildflowers are worth the trip by themselves. Bring a good camera and spend some time.","Written August 13, 2015","0","2 contributions"
"https://www.tripadvisor.com/Attraction_Review-g28965-d220092-Reviews-Little_Cottonwood_Canyon-Utah.html","MeliChr","","Great canyon for hiking, snow sports, and views","https://www.tripadvisor.com/ShowUserReviews-g28965-d220092-r298595795-Little_Cottonwood_Canyon-Utah.html","Aug 2015 • Family","The views from this canyon are beautiful. There are multiple hiking spots with varying levels of difficulty, some great easy hikes for kids. A fun place to climb on a road bike or catch trails with a mountain bike.","Written August 13, 2015","0","104 contributions"
"https://www.tripadvisor.com/Attraction_Review-g28965-d220092-Reviews-Little_Cottonwood_Canyon-Utah.html","MaitreyeeMayhem","","Near my house, great for a quick get away.","https://www.tripadvisor.com/ShowUserReviews-g28965-d220092-r296067243-Little_Cottonwood_Canyon-Utah.html","Apr 2015 • Couples","I live in Sandy so it's always been a great way to get out of the city for a bit for me. I can literally drive 20 min and be out in the middle of no where. There are a lot of hiking tails and off roading places you can go too. The view is just gorgeous, you will not want to go anywhere else. There are plenty of camping spots that are actual camp grounds or just random spots you can go to camp.","Written August 5, 2015","1","149 contributions"
"https://www.tripadvisor.com/Attraction_Review-g28965-d220092-Reviews-Little_Cottonwood_Canyon-Utah.html","RooneAlredge","","Great drive and beautiful vistas!","https://www.tripadvisor.com/ShowUserReviews-g28965-d220092-r295491006-Little_Cottonwood_Canyon-Utah.html","Apr 2015","Just spectacular! Make sure that you drive safely and do not speed up or down the winding canyon road. One, you'll miss the beautiful scenery, animals and the like, and two, it is dangerous. Safe if you obey traffic laws! You need to go all the way to the end past the Snowbird and Alta Resorts (not just for winter skiing). Many nice hikes and trails. Spring time has the flowers blooming. Must see anytime of the year. Very high recommendation!","Written August 3, 2015","1","78 contributions"
"https://www.tripadvisor.com/Attraction_Review-g28965-d220092-Reviews-Little_Cottonwood_Canyon-Utah.html","scribblin","","Best Views Around","https://www.tripadvisor.com/ShowUserReviews-g28965-d220092-r293773489-Little_Cottonwood_Canyon-Utah.html","Jul 2015","After living here for about six months and motorcycle riding various canyons, I have to say that Little Cottonwood is my favorite. Without taking anything away from Big Cottonwood, Emigration, and other local canyons, the views in Little Cottonwood are the best, in my opinion. Even if you don't ski, grab lunch at Alta Lodge -- lunch prices are comparable to an Applebee's or Chili's -- and just enjoy the scenery. In warm weather, drive past the gate at Alta and up the dirt road for even more spectacular views (and great hiking). Follow the road to the parking lot for the camping area, and hike up to the lake. Beautiful scenery and a pretty terrific motorcycle road make Little Cottonwood my top pick for local canyons!","Written July 29, 2015","1","388 contributions"
"https://www.tripadvisor.com/Attraction_Review-g28965-d220092-Reviews-Little_Cottonwood_Canyon-Utah.html","OSF35","","Amazingly Beautiful","https://www.tripadvisor.com/ShowUserReviews-g28965-d220092-r292413836-Little_Cottonwood_Canyon-Utah.html","Jul 2015 • Couples","We headed up the canyon to do a bit of hiking and were happy to find out that the wildflowers were in bloom. There's a meadow wildflower hiking trail to follow--and it was great. It's moderately difficult--we're not claiming to be in great shape, but the elevation and a few of the steep inclines, made us stop to catch our breath (but there were elderly folks and young kids stomping up and down this hike--so you know, i guess we are out of shape). The views are great, the wildflowers were gorgeous. We got to catch a deer grazing and of course all kinds of little critters and birds. Great views down the valley. Our time was short, so we didn't get a chance to spend more time here, they were running lifts up to one of the peaks and there are some restaurants open--but we needed to spend only about an hour of our time. It was totally worth it, though and highly recommended.","Written July 25, 2015","0","113 contributions"
"https://www.tripadvisor.com/Attraction_Review-g28965-d220092-Reviews-Little_Cottonwood_Canyon-Utah.html","5barbs19","","Wonderful hikes","https://www.tripadvisor.com/ShowUserReviews-g28965-d220092-r288914418-Little_Cottonwood_Canyon-Utah.html","May 2015","I love cottonwood canyon ! Beautiful day hikes , saw lots of wild life even moose. Go during the week if you can very quite and serene. If you go in the summer go early, the weather is about 10 degrees cooler than the valley","Written July 14, 2015","0","11 contributions"
"https://www.tripadvisor.com/Attraction_Review-g28965-d220092-Reviews-Little_Cottonwood_Canyon-Utah.html","Susan A","","Nature at its finest","https://www.tripadvisor.com/ShowUserReviews-g28965-d220092-r288324816-Little_Cottonwood_Canyon-Utah.html","Aug 2014 • Couples","People define beauty differently, but it's difficult to beat the beauty of Little Cottonwood Canyon. From the city limits of Sandy to the end of the trail above the ski resorts, the winding road takes you from pines and aspens, through fir and spruce, and up above the tree line. If you're there for the bloom of the spring wildflowers, the views are truly breathtaking.
The fauna can be spectacular as well. The canyon is home to many species of birds and fish as well as squirrels, pine martin, deer, and other Rocky Mountain creatures. This is also the one place where I can almost always spot a moose.
Take a day or just a two-hour drive. Take a picnic or just a bottle of water. Take your family or just a friend, but definitely take advantage of this spectacular natural wonder.","Written July 12, 2015","1","312 contributions"
"https://www.tripadvisor.com/Attraction_Review-g28965-d220092-Reviews-Little_Cottonwood_Canyon-Utah.html","Tawny H","","wonderful!","https://www.tripadvisor.com/ShowUserReviews-g28965-d220092-r284488359-Little_Cottonwood_Canyon-Utah.html","Jul 2014","Little Cottonwood Canyon is great! Its a wonderful place to get away from it all and its so close by! If you get the chance, definitely check out albion basin in the spring time!","Written June 30, 2015","0","11 contributions"
"https://www.tripadvisor.com/Attraction_Review-g28965-d220092-Reviews-Little_Cottonwood_Canyon-Utah.html","sdoise1","","Great ride","https://www.tripadvisor.com/ShowUserReviews-g28965-d220092-r269798595-Little_Cottonwood_Canyon-Utah.html","","Terrific motorcycle ride!! Wish it was longer. Drivers observed the speed limit, for the most part. More paved turnouts would be better for motorcycles.","Written May 3, 2015","1",""
"https://www.tripadvisor.com/Attraction_Review-g28965-d220092-Reviews-Little_Cottonwood_Canyon-Utah.html","EvaSkates","","breathtaking views","https://www.tripadvisor.com/ShowUserReviews-g28965-d220092-r267171031-Little_Cottonwood_Canyon-Utah.html","Apr 2015 • Solo","A friend and I decided to go on a little hike towards Alta. We picked a perfect day. It was sunny, warm, however lots of snow was still on the ground (there was an unexpected snow storm two days before). The paths were freshly groomed by snow grooming machines. The hike was very pleasant, and easy. Most ski lifts were opened, few skiers, a couple of show-shoers.
After climbing to one of the lifts, we sat on rocks to eat snacks and enjoy breath taking views. One complain - as a first time visitor - no trail maps, the official trail site does not specify which trails are not accessible until summer. We wanted actually to go to Cecret Lake, but learned from a local person, that it is truly a summer hike. However we both had a good time on whatever trail that was","Written April 21, 2015","0","32 contributions"
"https://www.tripadvisor.com/Attraction_Review-g28965-d220092-Reviews-Little_Cottonwood_Canyon-Utah.html","ruup4adventure2","","Lovely drive in the autumn","https://www.tripadvisor.com/ShowUserReviews-g28965-d220092-r265175177-Little_Cottonwood_Canyon-Utah.html","Sep 2014 • Friends","This canyon makes for a scenic drive year-round, but it's especially splendid in the fall when the leaves on the quaking aspen trees turn color. It's a steep canyon and smaller engine cars may struggle at times. Picnic areas are unfortunately extremely limited, but hiking trails are plentiful.","Written April 12, 2015","0","210 contributions"
"https://www.tripadvisor.com/Attraction_Review-g28965-d220092-Reviews-Little_Cottonwood_Canyon-Utah.html","Mike F","","Skiing is superb","https://www.tripadvisor.com/ShowUserReviews-g28965-d220092-r238335896-Little_Cottonwood_Canyon-Utah.html","Oct 2014 • Solo","I always love to ski at Snowbird and Alta. They are, hands down the best resorts of all others around here. They have the best snow and best challenge of all of them, and are not as expensive as the Park City resorts.","Written November 5, 2014","1","17 contributions"
"https://www.tripadvisor.com/Attraction_Review-g28965-d220092-Reviews-Little_Cottonwood_Canyon-Utah.html","Hannahbears_mom","","Absolutely breathtaking!","https://www.tripadvisor.com/ShowUserReviews-g28965-d220092-r234916445-Little_Cottonwood_Canyon-Utah.html","Oct 2014 • Family","I'm so glad we took this scenic drive! The views were breathtaking! We went during October, specifically to see fall foliage and we were NOT disappointed! I've never seen so many vibrant colors at one time (outside of a crayon box)! We went the entire length through, and spent a good hour stopping to take pictures of the views and family. I can see how it would get insane during the wintertime, but on a Thursday morning.....the drive was perfect!","Written October 17, 2014","0","561 contributions"
