"places_url_link","places_url_place","places_url_reviews_name","places_url_reviews_title","places_url_reviews_title_url","places_url_reviews_visit_time","places_url_reviews_comment","places_url_reviews_contributions","places_url_reviews_review_time"
"https://www.tripadvisor.com/Attraction_Review-g57090-d285790-Reviews-Hill_Aerospace_Museum-Ogden_Utah.html","Hill Aerospace Museum","FSCBosses","Worth a visit","https://www.tripadvisor.com/ShowUserReviews-g57090-d285790-r775691931-Hill_Aerospace_Museum-Ogden_Utah.html","Oct 2020 • Couples","We really enjoyed visiting the museum, it has beautiful displays and aircraft. Admission was free, so that's a plus! You can walk around at you own pace, and the volunteers are nice and full of great information. There is plenty to see outside, and they have picnic tables available. It was very clean, and they are following covid protocols so bring your mask. Google map sends you to the wrong exit FYI, so get the address from somewhere else.","161 contributions","Written October 26, 2020"
"https://www.tripadvisor.com/Attraction_Review-g57090-d285790-Reviews-Hill_Aerospace_Museum-Ogden_Utah.html","Hill Aerospace Museum","Joe M","One of the best air museums I have had the pleasure to tour","https://www.tripadvisor.com/ShowUserReviews-g57090-d285790-r773592844-Hill_Aerospace_Museum-Ogden_Utah.html","Oct 2020","One of the best air museums I have had the pleasure to tour. Two inside galleries and a large exterior display.
And it was free.
Highly recommend","68 contributions","Written October 9, 2020"
"https://www.tripadvisor.com/Attraction_Review-g57090-d285790-Reviews-Hill_Aerospace_Museum-Ogden_Utah.html","Hill Aerospace Museum","HillAerospaceMuseum","","","","","","Written October 9, 2020"
"https://www.tripadvisor.com/Attraction_Review-g57090-d285790-Reviews-Hill_Aerospace_Museum-Ogden_Utah.html","Hill Aerospace Museum","CBMike","Amazing Experience","https://www.tripadvisor.com/ShowUserReviews-g57090-d285790-r772181768-Hill_Aerospace_Museum-Ogden_Utah.html","Sep 2020 • Friends","If you are even remotely interested in airplanes and airplane history you have to come see the Hill Aerospace Museum!!
The exhibits are beyond fascinating. Dozens of historical planes, recent historic planes and planes of today. All are in extremely great condition.
In addition to the planes there are also wheeled vehicles, sample uniforms from days gone by, and stories about famous airmen.
Are also docents around the museum willing to talk to you about any of the exhibits; and extremely knowledgeable.
There are both inside and outside exhibits.
I was there for 3 hours and it seemed like I had been there for about 15 minutes. Dozens of photos and some great memories.
I highly suggest a visit to Hill Aerospace Museum if you are anywhere with in a hundred miles of Ogden, Utah!!","171 contributions","Written September 30, 2020"
"https://www.tripadvisor.com/Attraction_Review-g57090-d285790-Reviews-Hill_Aerospace_Museum-Ogden_Utah.html","Hill Aerospace Museum","HillAerospaceMuseum","","","","","","Written September 30, 2020"
"https://www.tripadvisor.com/Attraction_Review-g57090-d285790-Reviews-Hill_Aerospace_Museum-Ogden_Utah.html","Hill Aerospace Museum","Travis S","Great Museum","https://www.tripadvisor.com/ShowUserReviews-g57090-d285790-r771341701-Hill_Aerospace_Museum-Ogden_Utah.html","Sep 2020","I first went to this museum 34 years ago when it was a few aircraft parked on the west side of Hill Air Force Base. I just went back and the museum is fantastic. The planes, information, and displays were great. I would highly recommend a visit. There is a lot of space in the museum so you never feel too crowded inside or outside.","","Written September 30, 2020"
"https://www.tripadvisor.com/Attraction_Review-g57090-d285790-Reviews-Hill_Aerospace_Museum-Ogden_Utah.html","Hill Aerospace Museum","HillAerospaceMuseum","","","","","","Written September 30, 2020"
"https://www.tripadvisor.com/Attraction_Review-g57090-d285790-Reviews-Hill_Aerospace_Museum-Ogden_Utah.html","Hill Aerospace Museum","Rich K","A good museum, but is like most other plane museums.","https://www.tripadvisor.com/ShowUserReviews-g57090-d285790-r766475852-Hill_Aerospace_Museum-Ogden_Utah.html","Aug 2020","A pleasant aerospace museum showcasing some vintage planes, most under roof. You get very close to the planes. Because of COVID you can't get into the cockpits of the ones that they normally open cockpits for. This is an average museum and in my opinion falls into the ""if you've seen one aerospace museum you've seen them all"" category. It's not much different than other typical plane museums. It is on Hill AFB but you don't go on base. The museum is very clean and kept up very nicely. We made a special trip up that way to see it and it really wasn't worth it because it's just another plane museum. Still, if you live nearby, or in the area and want to find a place to kill a few hours with the kids, this will do it for sure.","36 contributions","Written August 24, 2020"
"https://www.tripadvisor.com/Attraction_Review-g57090-d285790-Reviews-Hill_Aerospace_Museum-Ogden_Utah.html","Hill Aerospace Museum","HillAerospaceMuseum","","","","","","Written August 24, 2020"
"https://www.tripadvisor.com/Attraction_Review-g57090-d285790-Reviews-Hill_Aerospace_Museum-Ogden_Utah.html","Hill Aerospace Museum","advcards","Well done and free","https://www.tripadvisor.com/ShowUserReviews-g57090-d285790-r766010662-Hill_Aerospace_Museum-Ogden_Utah.html","Aug 2020 • Couples","This falls in the must see category. Two hangers plus an open area. Documents both aviation history and us battles. Takes an hour to view longer for in depth. Easy on and off the freeway.","3,004 contributions","Written August 21, 2020"
"https://www.tripadvisor.com/Attraction_Review-g57090-d285790-Reviews-Hill_Aerospace_Museum-Ogden_Utah.html","Hill Aerospace Museum","HillAerospaceMuseum","","","","","","Written August 21, 2020"
"https://www.tripadvisor.com/Attraction_Review-g57090-d285790-Reviews-Hill_Aerospace_Museum-Ogden_Utah.html","Hill Aerospace Museum","Penny5555","Really Interesting","https://www.tripadvisor.com/ShowUserReviews-g57090-d285790-r752913274-Hill_Aerospace_Museum-Ogden_Utah.html","Apr 2020 • Couples","The outside static display when you first arrive is very interesting with wonderful signage that gave lots of interesting facts about the aircraft","131 contributions","Written June 2, 2020"
"https://www.tripadvisor.com/Attraction_Review-g57090-d285790-Reviews-Hill_Aerospace_Museum-Ogden_Utah.html","Hill Aerospace Museum","HillAerospaceMuseum","","","","","","Written June 2, 2020"
"https://www.tripadvisor.com/Attraction_Review-g57090-d285790-Reviews-Hill_Aerospace_Museum-Ogden_Utah.html","Hill Aerospace Museum","dd83686","You are close enough to touch the planes, but don’t!","https://www.tripadvisor.com/ShowUserReviews-g57090-d285790-r749370306-Hill_Aerospace_Museum-Ogden_Utah.html","Feb 2020","You can walk right up to and under a lot of the planes and are close enough to touch them but multiple signs tell you not to. There are planes from the beginning of aviation to F 16s. All are meticulously restored and are innovatively displayed. There are many informative explanations and details posted. The volunteers were helpful and friendly. If you like planes you need to visit. And it is free.","168 contributions","Written March 9, 2020"
"https://www.tripadvisor.com/Attraction_Review-g57090-d285790-Reviews-Hill_Aerospace_Museum-Ogden_Utah.html","Hill Aerospace Museum","HillAerospaceMuseum","","","","","","Written March 9, 2020"
"https://www.tripadvisor.com/Attraction_Review-g57090-d285790-Reviews-Hill_Aerospace_Museum-Ogden_Utah.html","Hill Aerospace Museum","David D","Excellent !","https://www.tripadvisor.com/ShowUserReviews-g57090-d285790-r744437432-Hill_Aerospace_Museum-Ogden_Utah.html","Feb 2020 • Couples","Lots of planes both indoor and outside with information about each one, sometimes with a Utah focus as Hill AFB is next door. We only had 90 minutes so no time to watch videos or special topics in side rooms. This is a very nice place and well worth 2-3 hrs of adult time, probably less with kids.","249 contributions","Written February 12, 2020"
"https://www.tripadvisor.com/Attraction_Review-g57090-d285790-Reviews-Hill_Aerospace_Museum-Ogden_Utah.html","Hill Aerospace Museum","HillAerospaceMuseum","","","","","","Written February 12, 2020"
"https://www.tripadvisor.com/Attraction_Review-g57090-d285790-Reviews-Hill_Aerospace_Museum-Ogden_Utah.html","Hill Aerospace Museum","kevinlaslie","So much to see, learn and experience... and it's FREE","https://www.tripadvisor.com/ShowUserReviews-g57090-d285790-r744433511-Hill_Aerospace_Museum-Ogden_Utah.html","Jul 2019","Great free activity to see. So many cool planes to look at, amazing history to learn, and you get to be right up next to some of the coolest flying machines in existence. Can't ask for much better","276 contributions","Written February 12, 2020"
"https://www.tripadvisor.com/Attraction_Review-g57090-d285790-Reviews-Hill_Aerospace_Museum-Ogden_Utah.html","Hill Aerospace Museum","HillAerospaceMuseum","","","","","","Written February 12, 2020"
"https://www.tripadvisor.com/Attraction_Review-g57090-d285790-Reviews-Hill_Aerospace_Museum-Ogden_Utah.html","Hill Aerospace Museum","TacomaTRD","Excellent and Very educational.","https://www.tripadvisor.com/ShowUserReviews-g57090-d285790-r735694911-Hill_Aerospace_Museum-Ogden_Utah.html","Dec 2019 • Couples","This Museum is great for young and old. It is free but they have places to donate and as good as this is you will want to donate some. The volunteers are very helpful and will take you on a guided tour if you like. It is arranged in a way that you start at the beginning of our military aviation on up to today. There is a lot of tributes to local heroes even some of their uniforms are on display. There are a lot of excellent static examples from bi-planes to SR - 71s, F16’s, B 52, C 124’s and even a B29 and more. I highly recommend this museum.","529 contributions","Written January 2, 2020"
"https://www.tripadvisor.com/Attraction_Review-g57090-d285790-Reviews-Hill_Aerospace_Museum-Ogden_Utah.html","Hill Aerospace Museum","HillAerospaceMuseum","","","","","","Written January 2, 2020"
"https://www.tripadvisor.com/Attraction_Review-g57090-d285790-Reviews-Hill_Aerospace_Museum-Ogden_Utah.html","Hill Aerospace Museum","Bellanca","A Must See!","https://www.tripadvisor.com/ShowUserReviews-g57090-d285790-r730335396-Hill_Aerospace_Museum-Ogden_Utah.html","Nov 2019","Here is a museum with everything from the Air Forse. Can you imagine seeing a Blackbird supersonic airplane up close? There is also a B-36 which was restored from the West Desert where the atom bomb aviators were trained, right here in Utah. Inside the museum there is everythingn from a Wright Flyer replica to all the great fighters of the wars. Don't take my word, just GO! Yes, it is FREE, but please donate to the cause in one of the money bins.","533 contributions","Written January 6, 2020"
"https://www.tripadvisor.com/Attraction_Review-g57090-d285790-Reviews-Hill_Aerospace_Museum-Ogden_Utah.html","Hill Aerospace Museum","HillAerospaceMuseum","","","","","","Written January 6, 2020"
"https://www.tripadvisor.com/Attraction_Review-g57090-d285790-Reviews-Hill_Aerospace_Museum-Ogden_Utah.html","Hill Aerospace Museum","2doglady","Impressive Collection","https://www.tripadvisor.com/ShowUserReviews-g57090-d285790-r726050028-Hill_Aerospace_Museum-Ogden_Utah.html","Nov 2019 • Couples","As we travel, we have seen several aerospace museums. This one is smaller than others we have seen and does not have the quantity that those places have, but it is still very nice and has an impressive collection. There is a film you can watch, and there are two main indoor areas with planes and helicopters to see. Some are hanging and many are on the floor. They are labeled so you know their significance. Then they have a nice number of aircraft outside that you can walk along the sidewalk to see up close. They also have a small gift shop inside. We spent about an hour and a half here and felt that was sufficient. If you just love airplanes and want to read all the display information, you will want more time. As I think back on our visit here, I remember this small boy there with some other men in his family. He just kept saying “Whoa!” as he saw all these large aircraft. So that should tell you that the displays are impressive. Enjoyable visit and you can’t beat the price...free! And free parking!","654 contributions","Written November 13, 2019"
"https://www.tripadvisor.com/Attraction_Review-g57090-d285790-Reviews-Hill_Aerospace_Museum-Ogden_Utah.html","Hill Aerospace Museum","HillAerospaceMuseum","","","","","","Written November 13, 2019"
"https://www.tripadvisor.com/Attraction_Review-g57090-d285790-Reviews-Hill_Aerospace_Museum-Ogden_Utah.html","Hill Aerospace Museum","TexasEagle","Absolutely great","https://www.tripadvisor.com/ShowUserReviews-g57090-d285790-r725082097-Hill_Aerospace_Museum-Ogden_Utah.html","Nov 2019 • Couples","Great museum with outdoor and indoor aircraft in absolutely pristine condition. By the way admission is free! Volunteers throughout are very helpful and there are interactive exhibits as well.","570 contributions","Written November 11, 2019"
"https://www.tripadvisor.com/Attraction_Review-g57090-d285790-Reviews-Hill_Aerospace_Museum-Ogden_Utah.html","Hill Aerospace Museum","HillAerospaceMuseum","","","","","","Written November 11, 2019"
"https://www.tripadvisor.com/Attraction_Review-g57090-d285790-Reviews-Hill_Aerospace_Museum-Ogden_Utah.html","Hill Aerospace Museum","sandragX2551MY","Fun Day for Kids","https://www.tripadvisor.com/ShowUserReviews-g57090-d285790-r724159086-Hill_Aerospace_Museum-Ogden_Utah.html","Sep 2019","The grandkids love to visit the museum. My youngest grandson has even memorized the freeway exit to the museum. They are allowed to go into the planes, sit in the pilot seat, etc. We could spend more time than I usually have with them.","","Written November 11, 2019"
"https://www.tripadvisor.com/Attraction_Review-g57090-d285790-Reviews-Hill_Aerospace_Museum-Ogden_Utah.html","Hill Aerospace Museum","HillAerospaceMuseum","","","","","","Written November 11, 2019"
"https://www.tripadvisor.com/Attraction_Review-g57090-d285790-Reviews-Hill_Aerospace_Museum-Ogden_Utah.html","Hill Aerospace Museum","Donna A","Amazing Collection","https://www.tripadvisor.com/ShowUserReviews-g57090-d285790-r718942140-Hill_Aerospace_Museum-Ogden_Utah.html","Sep 2019","This was a great stop. Hill has an amazing collection of flight! They even have a display dedicated to the women flyers of WWII. The docents are engaging and informative. I could spend hours just hearing their stories.","58 contributions","Written October 18, 2019"
"https://www.tripadvisor.com/Attraction_Review-g57090-d285790-Reviews-Hill_Aerospace_Museum-Ogden_Utah.html","Hill Aerospace Museum","HillAerospaceMuseum","","","","","","Written October 18, 2019"
"https://www.tripadvisor.com/Attraction_Review-g57090-d285790-Reviews-Hill_Aerospace_Museum-Ogden_Utah.html","Hill Aerospace Museum","Scenic12697203450","Grand Kids at the Hill Aerospace Museum","https://www.tripadvisor.com/ShowUserReviews-g57090-d285790-r715502908-Hill_Aerospace_Museum-Ogden_Utah.html","Sep 2019 • Family","We took our grandkids to Hill Aerospace Museum. The boy is 6and his sister is 2, when asked what they liked best about the museum, the oldest said he liked running around looking at all the planes outside, while the younger one said she liked the inside best. We enjoyed both!","","Written October 7, 2019"
"https://www.tripadvisor.com/Attraction_Review-g57090-d285790-Reviews-Hill_Aerospace_Museum-Ogden_Utah.html","Hill Aerospace Museum","HillAerospaceMuseum","","","","","","Written October 7, 2019"
"https://www.tripadvisor.com/Attraction_Review-g57090-d285790-Reviews-Hill_Aerospace_Museum-Ogden_Utah.html","Hill Aerospace Museum","wintroderick","Hill Aerospace Museum","https://www.tripadvisor.com/ShowUserReviews-g57090-d285790-r714616263-Hill_Aerospace_Museum-Ogden_Utah.html","Aug 2019","I had the greatest time here.it was so interesting following air planes from there beginning to the current airplanes out there. seeing the need for speed increased as new technology progressed. The greatest part was seeing actual airplanes of each era. I would definitely recommend it to those interested in History of Flight.","8 contributions","Written October 7, 2019"
"https://www.tripadvisor.com/Attraction_Review-g57090-d285790-Reviews-Hill_Aerospace_Museum-Ogden_Utah.html","Hill Aerospace Museum","HillAerospaceMuseum","","","","","","Written October 7, 2019"
"https://www.tripadvisor.com/Attraction_Review-g57090-d285790-Reviews-Hill_Aerospace_Museum-Ogden_Utah.html","Hill Aerospace Museum","JeanFRVLady","A Wonderful Place!","https://www.tripadvisor.com/ShowUserReviews-g57090-d285790-r708540448-Hill_Aerospace_Museum-Ogden_Utah.html","Aug 2019 • Family","This was one of many times we have enjoyed the Air Museum. I started taking my grandchildren there 20 years ago. The museum itself is a treasure so give yourself time to explore both buildings and outside. It closes early afternoon so be there at least by noon. I’ll always have memories of the excitement my grandchildren showed as they looked up at all the planes - one grandson always had to be lifted up to touch the SR71. One very special time was watching my father and father-in-law reminisce about their days working on airplanes at Douglas Air Force Base. They love this place! I hope you will take time to see an amazing place, I know you will love it.","40 contributions","Written September 11, 2019"
"https://www.tripadvisor.com/Attraction_Review-g57090-d285790-Reviews-Hill_Aerospace_Museum-Ogden_Utah.html","Hill Aerospace Museum","HillAerospaceMuseum","","","","","","Written September 11, 2019"
"https://www.tripadvisor.com/Attraction_Review-g57090-d285790-Reviews-Hill_Aerospace_Museum-Ogden_Utah.html","Hill Aerospace Museum","Camper45","Must see and it’s free!","https://www.tripadvisor.com/ShowUserReviews-g57090-d285790-r706181713-Hill_Aerospace_Museum-Ogden_Utah.html","Jul 2019 • Friends","Great for budget minded folks and anyone that has respect for our military and wonderment of the ability to take flight.
Take your kids, on a date, with family and friends and celebrate! Not uncommon to see military vets there offering information.
It’s a good place to be an American. Take time to go to Hill AFB. Pay respect and stand in awe of the amazing machines and museum collections of memorabilia because..... we must never forget!","15 contributions","Written September 9, 2019"
"https://www.tripadvisor.com/Attraction_Review-g57090-d285790-Reviews-Hill_Aerospace_Museum-Ogden_Utah.html","Hill Aerospace Museum","HillAerospaceMuseum","","","","","","Written September 9, 2019"
"https://www.tripadvisor.com/Attraction_Review-g57090-d285790-Reviews-Hill_Aerospace_Museum-Ogden_Utah.html","Hill Aerospace Museum","Murray M","Very impressive","https://www.tripadvisor.com/ShowUserReviews-g57090-d285790-r703736213-Hill_Aerospace_Museum-Ogden_Utah.html","Aug 2019 • Family","If you needed a reason to visit this place, it's the nicest ones I have ever seen.
It housed all the jets and planes I read about and watched in movies.
F15 from top gun, the Lockheed SR-71 Blackbird, my favorite plane.
A10 warthog etc etc.
The planes outside before you go inside is crazy too. I made a special trip to Utah and lucked out to see this place.
Go see it see it now.
As a side note there was a gentleman there who I spoke with who told me some amazing war stories again worth the time to talk to the vets.","19 contributions","Written August 28, 2019"
"https://www.tripadvisor.com/Attraction_Review-g57090-d285790-Reviews-Hill_Aerospace_Museum-Ogden_Utah.html","Hill Aerospace Museum","HillAerospaceMuseum","","","","","","Written August 28, 2019"
"https://www.tripadvisor.com/Attraction_Review-g57090-d285790-Reviews-Hill_Aerospace_Museum-Ogden_Utah.html","Hill Aerospace Museum","D T","Best free aviation museum in the Intermountain West","https://www.tripadvisor.com/ShowUserReviews-g57090-d285790-r703395876-Hill_Aerospace_Museum-Ogden_Utah.html","Dec 2018","This place is a real treat with indoor and outdoor displays. The volunteer staff have either work experience on the display planes or are just truly enthusiastic aviation buffs that know their planes. Can easily spend half a day or more here and there are plenty of restaurants and other attractions nearby.","95 contributions","Written August 27, 2019"
"https://www.tripadvisor.com/Attraction_Review-g57090-d285790-Reviews-Hill_Aerospace_Museum-Ogden_Utah.html","Hill Aerospace Museum","HillAerospaceMuseum","","","","","","Written August 27, 2019"
"https://www.tripadvisor.com/Attraction_Review-g57090-d285790-Reviews-Hill_Aerospace_Museum-Ogden_Utah.html","Hill Aerospace Museum","Mark672","Very impressive museum","https://www.tripadvisor.com/ShowUserReviews-g57090-d285790-r699793202-Hill_Aerospace_Museum-Ogden_Utah.html","Aug 2019 • Solo","I have visited many air museums, and this would rank near the top. They have an extensive collection, dating from a 1911 Wright model f up through a b1b. They were a true Air Force museum, having only a couple of migs that were not part of the UAAF. What stood out was the placard that explained how each airplane was connected to Hill AFB. They also had a great exhibit of modifications invented at Hill. Well worth a visit. And it’s free!","265 contributions","Written August 19, 2019"
"https://www.tripadvisor.com/Attraction_Review-g57090-d285790-Reviews-Hill_Aerospace_Museum-Ogden_Utah.html","Hill Aerospace Museum","HillAerospaceMuseum","","","","","","Written August 19, 2019"
"https://www.tripadvisor.com/Attraction_Review-g57090-d285790-Reviews-Hill_Aerospace_Museum-Ogden_Utah.html","Hill Aerospace Museum","suitlaw","See incredible aircraft from various time periods","https://www.tripadvisor.com/ShowUserReviews-g57090-d285790-r697987017-Hill_Aerospace_Museum-Ogden_Utah.html","Apr 2019 • Family","This place doesn't charge a fee to enter, though I'm sure donations are appreciated. Walk through the museum to see the history of aircraft used in multiple military operations through the ages. You can easily spend an hour or more here. It's great for the family and even offers a learning center for a more interactive experience.","","Written August 13, 2019"
"https://www.tripadvisor.com/Attraction_Review-g57090-d285790-Reviews-Hill_Aerospace_Museum-Ogden_Utah.html","Hill Aerospace Museum","HillAerospaceMuseum","","","","","","Written August 13, 2019"
"https://www.tripadvisor.com/Attraction_Review-g57090-d285790-Reviews-Hill_Aerospace_Museum-Ogden_Utah.html","Hill Aerospace Museum","Joan W","Museum","https://www.tripadvisor.com/ShowUserReviews-g57090-d285790-r696559069-Hill_Aerospace_Museum-Ogden_Utah.html","Sep 2018 • Family","We took our grandson's to this museum of aircraft. It was interesting. People can move at their own pace and see a lot about aircraft and planes. There are several interactive displays and the gift shop was a hit with our grandson's. Good for kids four and older.","117 contributions","Written August 8, 2019"
"https://www.tripadvisor.com/Attraction_Review-g57090-d285790-Reviews-Hill_Aerospace_Museum-Ogden_Utah.html","Hill Aerospace Museum","HillAerospaceMuseum","","","","","","Written August 8, 2019"
"https://www.tripadvisor.com/Attraction_Review-g57090-d285790-Reviews-Hill_Aerospace_Museum-Ogden_Utah.html","Hill Aerospace Museum","willrob5","Interesting Place.","https://www.tripadvisor.com/ShowUserReviews-g57090-d285790-r695336990-Hill_Aerospace_Museum-Ogden_Utah.html","Jul 2019 • Family","This was a very interesting place to go and the kids actually enjoyed it quite a bit. It's free admission so you don't have much to lose by trying it out. Definitely a lot of history.","","Written August 5, 2019"
"https://www.tripadvisor.com/Attraction_Review-g57090-d285790-Reviews-Hill_Aerospace_Museum-Ogden_Utah.html","Hill Aerospace Museum","HillAerospaceMuseum","","","","","","Written August 5, 2019"
"https://www.tripadvisor.com/Attraction_Review-g57090-d285790-Reviews-Hill_Aerospace_Museum-Ogden_Utah.html","Hill Aerospace Museum","Easley123","Impressive Museum","https://www.tripadvisor.com/ShowUserReviews-g57090-d285790-r692424955-Hill_Aerospace_Museum-Ogden_Utah.html","Jul 2019 • Friends","We brought a large group here for the first time. I have been to a few aerospace museums and this one is top notch. It is free admission.","110 contributions","Written August 5, 2019"
"https://www.tripadvisor.com/Attraction_Review-g57090-d285790-Reviews-Hill_Aerospace_Museum-Ogden_Utah.html","Hill Aerospace Museum","HillAerospaceMuseum","","","","","","Written August 5, 2019"
"https://www.tripadvisor.com/Attraction_Review-g57090-d285790-Reviews-Hill_Aerospace_Museum-Ogden_Utah.html","Hill Aerospace Museum","heumanntouch","Excellent display","https://www.tripadvisor.com/ShowUserReviews-g57090-d285790-r687291869-Hill_Aerospace_Museum-Ogden_Utah.html","Jul 2019 • Family","I have been to a few AFB museums and I have to say this is probably one of the best ones I have seen. The quantity and quality of aircraft here is very impressive. One can easily spend a few hours and probably not see everything or miss some of the side displays. They also have veterans here that are more than happy to show you around.","1,178 contributions","Written July 8, 2019"
